,time,seconds_elapsed,acc_x,acc_y,acc_z,gra_x,gra_y,gra_z,gyr_x,gyr_y,gyr_z,ori_x,ori_y,ori_z,activity
0,1686238918562144800,0.024144775390625,0.1577718834418803,-0.1425935304671526,-0.2391974631756544,-0.9577345131415872,-8.094806334382294,-5.4522682113051415,-0.0330195054411888,-0.0341986715793609,-0.0330195054411888,-0.4067276601866789,0.2378745194974756,0.3527506817823799,0
1,1686238918572122600,0.03412255859375,0.1369219145715236,-0.1275192954540252,-0.1857458589732646,-0.9602280835229904,-8.092373554277419,-5.4554415806442496,-0.0269865877926349,-0.0756602361798286,-0.0269865877926349,-0.4064205027169856,0.2380593478013628,0.3530533883218027,0
2,1686238918582099700,0.044099609375,0.151108260834217,-0.1057493621945381,-0.1232289047837257,-0.9642389996647834,-8.090201470935344,-5.457954440248012,-0.0204711630940437,-0.1181538999080658,-0.0204711630940437,-0.4060738258268329,0.2383816875641866,0.3534401498103356,0
3,1686238918592077800,0.054077880859375,0.1769079610664397,-0.0889238995999097,-0.0885334389775991,-0.9695381289862096,-8.088471286141871,-5.459578826579452,-0.0164660923182964,-0.1559895873069763,-0.0164660923182964,-0.4057004889226479,0.2388431486118342,0.3539242586966541,0
4,1686238918602055700,0.0640556640625,0.2128777576573192,-0.0557949524581432,-0.0613818126797676,-0.9760297560278326,-8.086735840651393,-5.460994538596272,-0.0174810234457254,-0.1964840143918991,-0.0174810234457254,-0.405269312924941,0.2394233684288797,0.3545146805845791,0
5,1686238918612032800,0.07403271484375,0.2632037771850824,-0.0021487024664878,-0.0591612140208482,-0.9832599995423108,-8.084865955126284,-5.462466364714503,-0.0151907205581665,-0.2295855730772018,-0.0151907205581665,-0.4047796842888615,0.240094007096131,0.3552161554735317,0
6,1686238918622010600,0.0840107421875,0.2332333671394735,-0.0310842895716428,-0.1301724403113126,-0.9906986981756984,-8.083912015402317,-5.462533000209927,0.0022689630277454,-0.2947323620319366,0.0022689630277454,-0.4043027061171972,0.2408893145940517,0.3560644930155878,0
7,1686238918631987700,0.09398779296875,0.2733483007110655,-0.0002338087558746,-0.1155617311567068,-0.9990907520111648,-8.084836729031801,-5.45963669424653,0.0134955793619155,-0.3307003080844879,0.0134955793619155,-0.4038846959876795,0.2418949290307109,0.3570643338676912,0
8,1686238918641965600,0.103965576171875,0.2972277004051953,0.0275888486713171,-0.0704424864917993,-1.009053854555637,-8.086171777027845,-5.455823273438215,0.0131653472781181,-0.3666380643844604,0.0131653472781181,-0.403435828382487,0.243043124717998,0.3581388393149602,0
9,1686238918651942700,0.113942626953125,0.2643340233240276,0.0562935496300458,-0.0519786090403795,-1.0215002252832055,-8.087194105812907,-5.45199173245132,-0.0032157567329704,-0.3833608329296112,-0.0032157567329704,-0.402900959903518,0.2443289029081256,0.3592409718366103,0
10,1686238918661920800,0.123920654296875,0.1190756575617939,0.081731942269206,-0.0890758752912282,-1.0357554720636457,-8.087792071706057,-5.448412704920768,-0.000263109919615,-0.3859411776065826,-0.000263109919615,-0.4023110632758915,0.2456706445156947,0.3602918063193911,0
11,1686238918671899000,0.13389892578125,-0.0163572605609893,0.119295072466135,-0.1138239475786686,-1.050559000376612,-8.088844211107492,-5.444015931266546,0.0151322968304157,-0.3620626628398895,0.0151322968304157,-0.4017643241324963,0.247017929768683,0.3612525027807692,0
12,1686238918681875700,0.143875732421875,-0.11239449929744,0.1624234355747699,-0.034064182165265,-1.0639067038580774,-8.090822233182191,-5.438482262536883,0.0323775969445705,-0.3147507905960083,0.0323775969445705,-0.4013518034010238,0.2482565469352842,0.362073706056474,0
13,1686238918691853800,0.153853759765625,-0.1401829621940851,0.2726291926562786,0.018079262048006,-1.0738272093698382,-8.093887465971708,-5.431968350598216,0.0560710541903972,-0.2515227198600769,0.0560710541903972,-0.4011246011268366,0.2492905060912951,0.3627671267357595,0
14,1686238918701830700,0.16383056640625,-0.0686821988210082,0.3595464286088943,-0.0012754267632961,-1.0785895284008231,-8.098204744648934,-5.424583501043916,0.0784312263131141,-0.1926900148391723,0.0784312263131141,-0.4011126342859264,0.250063717951439,0.3633973334475574,0
15,1686238918711808800,0.173808837890625,-0.0060400108166038,0.2857482019484043,0.0194096338689327,-1.0783833383042365,-8.1031147285223,-5.417286329773068,0.0683617740869522,-0.1656595319509506,0.0683617740869522,-0.4012440740800484,0.2505962015863221,0.3640424836001866,0
16,1686238918721786600,0.18378662109375,0.0119227852448821,0.2798971378326416,0.0107779991239309,-1.0771929594758898,-8.1077394657135,-5.4106005683988325,0.0638208165764808,-0.1575739085674286,0.0638208165764808,-0.4013798921498932,0.2510584201102125,0.3646803004060852,0
17,1686238918731763700,0.193763671875,0.0280979672372341,0.2658054841160774,-0.0646937137067318,-1.0754117751475425,-8.112203459385038,-5.4042614285051815,0.0721063837409019,-0.1381945759057998,0.0721063837409019,-0.4015269829518138,0.2514665821537449,0.3652883135398287,0
18,1686238918741741600,0.203741455078125,0.0457701097890734,0.2438356443703174,-0.1411573601841926,-1.0758755202017725,-8.117915991812945,-5.395583616530895,0.1025750711560249,-0.1394140273332595,0.1025750711560249,-0.4017386390230485,0.2520076816110189,0.3657973336567092,0
19,1686238918751718700,0.21371875,0.0025926468417048,0.2082043590188026,-0.1971744309604167,-1.0763921644870191,-8.125230698740483,-5.384457826882601,0.1345830112695694,-0.1438886374235153,0.1345830112695694,-0.4020653502499687,0.25261136298069,0.3662766363257242,0
20,1686238918761696800,0.22369677734375,-0.1069891331225633,0.1228156478077173,-0.1896563104152679,-1.0775422843702136,-8.13396404029429,-5.371026682901382,0.1594662517309188,-0.150256261229515,0.1594662517309188,-0.4024825067819844,0.2533015897230486,0.3667249978661148,0
21,1686238918771673600,0.233673583984375,-0.2811480146765708,0.0982043536424636,-0.0683124887257814,-1.0795068624414503,-8.143769979515671,-5.355751372358203,0.1752849519252777,-0.1350833028554916,0.1752849519252777,-0.4029804081850336,0.2540461881693749,0.3670884627376158,0
22,1686238918781651700,0.243651611328125,-0.3792939161300659,0.0998801779001951,0.0762146401524543,-1.0804208354812117,-8.15397456266582,-5.34001662760973,0.1827362179756164,-0.0849671363830566,0.1827362179756164,-0.4035685753094141,0.2546906620203921,0.3673275025841164,0
23,1686238918791629800,0.2536298828125,-0.3758218561053276,0.1007540381252765,0.1117266830384731,-1.07880536310859,-8.164424645009637,-5.324352610009909,0.1868729293346405,-0.0326310694217681,0.1868729293346405,-0.4042695225565493,0.2551464776084392,0.3674446192065412,0
24,1686238918801606700,0.263606689453125,-0.3716038730841129,0.0695604429602623,0.009371639457345,-1.0744938565850255,-8.174830888211726,-5.309235704898834,0.180683746933937,-0.0003889775834977,0.180683746933937,-0.4050523423265013,0.2554151572325609,0.3674888309430588,0
25,1686238918811584800,0.273584716796875,-0.3638093467503785,0.0274725288152694,-0.0762274996340274,-1.0689704900536685,-8.183319899615645,-5.297258851379156,0.1770353019237518,0.0214254967868328,0.1770353019237518,-0.4057380049075371,0.255522293268672,0.3675216066803695,0
26,1686238918821561900,0.283561767578125,-0.3697583182826638,-0.0060211599856615,-0.133754390451312,-1.0624234795629977,-8.191276411578059,-5.286269255331159,0.1717310845851898,0.0328861437737941,0.1717310845851898,-0.4064153720056038,0.2555422062811984,0.3675423968862056,0
27,1686238918831539700,0.293539794921875,-0.3228033826231956,-0.0109399116873741,-0.1538011531800031,-1.0555085125427692,-8.198627943384647,-5.276248212054371,0.1602253317832946,0.0508837662637233,0.1602253317832946,-0.4070696094866791,0.2555005965749129,0.367536671768031,0
28,1686238918841517600,0.303517578125,-0.2592643188443034,-0.0201823718070983,-0.2234960361748933,-1.0481192790742964,-8.205994672760367,-5.266258148437738,0.1598908454179763,0.0656531229615211,0.1598908454179763,-0.4077479992645361,0.2554155760151994,0.3674947861728673,0
29,1686238918851495000,0.313494873046875,-0.1872220690056681,-0.0338414793252944,-0.3013777327567338,-1.0411530202582475,-8.213734327101706,-5.255564320465922,0.1618834882974624,0.0708954483270645,0.1618834882974624,-0.4084572021251282,0.2553497662739241,0.3674087453339447,0
30,1686238918861472800,0.32347265625,-0.11048282045722,-0.0979682067990303,-0.4060246866673231,-1.034843398720026,-8.221732924640179,-5.2442912313014265,0.158127099275589,0.0698022246360778,0.158127099275589,-0.4091771187614859,0.2553226145900462,0.3673012659209322,0
