,time,seconds_elapsed,acc_x,acc_y,acc_z,gra_x,gra_y,gra_z,gyr_x,gyr_y,gyr_z,ori_x,ori_y,ori_z,activity
0,1686238550963459300,0.027459228515625,0.1585718016479164,-0.019789573097229,-0.1753790709987282,-0.6558174858763813,-9.376403310745951,-2.797021997824311,-0.120053581893444,-0.0823999494314193,-0.120053581893444,0.5474832474491844,-0.2401117672214229,-0.2699623572145365,0
1,1686238550973436400,0.0374365234375,0.1750405597593635,-0.0541185436785221,-0.1305474111035466,-0.6598664690062404,-9.37349999051988,-2.805791579735279,-0.1237517073750495,-0.0756638869643211,-0.1237517073750495,0.5469833577193168,-0.2403198818025887,-0.2702100816928195,0
2,1686238550983413200,0.047413330078125,0.1656332644667476,-0.1360527305215597,-0.0806771725192666,-0.6636274289749562,-9.37012613017261,-2.816157198666036,-0.148722842335701,-0.0733751654624939,-0.148722842335701,0.54642771931145,-0.2404842805841662,-0.2704735869713139,0
3,1686238550993390300,0.057390380859375,0.0919988500658422,-0.1742886454135179,-0.0239247732058167,-0.6670560882493853,-9.36585619776845,-2.829514400628209,-0.1777954250574112,-0.068556435406208,-0.1777954250574112,0.545763691709356,-0.2405761896173918,-0.2707625500833359,0
4,1686238551003367200,0.0673671875,0.013575228627026,-0.1675812567293644,-0.0165296945184469,-0.6706340928666293,-9.360592578151822,-2.846037665405869,-0.192505657672882,-0.0523471049964427,-0.192505657672882,0.544980765326411,-0.2406001374675718,-0.2710504711883513,0
5,1686238551013345300,0.07734521484375,-0.07869388974756,-0.1117927340120077,-0.0556891539961099,-0.6735344174180179,-9.355030267849564,-2.863590857753157,-0.185346320271492,-0.0242250300943851,-0.185346320271492,0.5441924187098051,-0.2405246482986309,-0.2712900853308464,0
6,1686238551023322400,0.087322265625,-0.1480730578567832,-0.0759837540060281,-0.0752878806963563,-0.6747841252181679,-9.349837959903478,-2.8802041389018296,-0.1664029955863952,0.0200521536171436,-0.1664029955863952,0.5435050512841215,-0.2403179461509207,-0.271450215744493,0
7,1686238551033299200,0.09729931640625,-0.2517930331155658,0.1458387959986925,-0.0579191050052642,-0.6680293902609497,-9.34750337947607,-2.889343430908024,-0.0083527546375989,0.1955715417861938,-0.0083527546375989,0.5433788216875709,-0.2396329253182882,-0.2713450118717611,0
8,1686238551043276300,0.1072763671875,-0.2406464929401874,0.1813385639250278,-0.118161100000143,-0.6537374647319316,-9.348587083059549,-2.8891058227598667,0.0346770025789737,0.2395709604024887,0.0346770025789737,0.5438600536992266,-0.2385641150631495,-0.2710059629818654,0
9,1686238551053253000,0.117253173828125,-0.1927208856176585,-0.1647089161634445,-0.0154953830346465,-0.6407601289328188,-9.349248761838671,-2.8898683315649625,-0.0228877868503332,0.2122257798910141,-0.0228877868503332,0.5442838707835796,-0.2375137534690857,-0.2706200465332284,0
