,time,seconds_elapsed,acc_x,acc_y,acc_z,gra_x,gra_y,gra_z,gyr_x,gyr_y,gyr_z,ori_x,ori_y,ori_z,activity
0,1685816839245335000,0.0223349609375,-0.1627339628286659,-0.1243026714950799,-0.1228846213907003,-1.9160314824715257,-6.416356404322386,-7.164466097187995,-0.0346587672829628,-0.0451702214777469,-0.0346587672829628,0.2002774671169641,-0.3075757023695659,-0.601690722467744,0
1,1685816839255312100,0.03231201171875,-0.1482071325652301,-0.1136830778032541,-0.0715980862677097,-1.9245729547150432,-6.413509198197722,-7.164726793950796,-0.0376734659075737,-0.0510281100869178,-0.0376734659075737,0.199863000572114,-0.3078236296860992,-0.6016748232132276,0
2,1685816839265290200,0.042290283203125,-0.1006600762315094,-0.1741477756381034,-0.0036877486020326,-1.9308200324110685,-6.4106555623322725,-7.165599485132097,-0.0467876642942428,-0.0494117997586727,-0.0467876642942428,0.1995013027320684,-0.3079859230813275,-0.6017266695106785,0
3,1685816839275267000,0.05226708984375,-0.0799431591562926,-0.1233294425487518,-0.0209130241692066,-1.9361242762990292,-6.407903048753738,-7.166629997223615,-0.0365909524261951,-0.04324871301651,-0.0365909524261951,0.1991814907313587,-0.3081075782693872,-0.6017695062031753,0
4,1685816839285245200,0.0622451171875,-0.0453118446275591,0.0387783512055873,-0.0242015443205833,-1.940977853810042,-6.405259256246685,-7.167680383059382,-0.0300023537129163,-0.0399121567606925,-0.0300023537129163,0.1988976349151932,-0.3082040335026123,-0.6017769258235904,0
5,1685816839295222300,0.07222216796875,0.0208658240266144,0.0745458301573991,-0.0485503881573677,-1.9455043913237748,-6.403168421447277,-7.168321019050478,-0.0215577352792024,-0.0492012612521648,-0.0215577352792024,0.1986481048919081,-0.3083119632593237,-0.6017834687747797,0
6,1685816839305200000,0.0822001953125,0.0438356345951557,0.0103372696191072,0.0033925650477409,-1.9505176894411445,-6.401957292091846,-7.168040448543429,-0.0178587492555379,-0.070583164691925,-0.0178587492555379,0.1984035198721556,-0.3084926255874628,-0.6018196026902392,0
7,1685816839315177200,0.09217724609375,0.0010651450134813,0.011633739170432,0.0378197353065013,-1.957427030438185,-6.401009197586775,-7.167003506711125,-0.0189565047621727,-0.0983373001217842,-0.0189565047621727,0.19808485365072,-0.3087829374496211,-0.6018933931350499,0
8,1685816839325155300,0.1021552734375,-0.0674725307703018,-0.0627133535444736,0.1412222421139478,-1.9655039539098735,-6.399535617902875,-7.166109188219904,-0.0262532774358987,-0.113052524626255,-0.0262532774358987,0.1976753114618301,-0.3091190514706303,-0.6020307649760123,0
9,1685816839335132200,0.112132080078125,-0.0987830303132534,-0.1855202335238456,0.148329443770647,-1.9736977817595005,-6.397935781490802,-7.165285596877336,-0.0326832123100757,-0.1262426376342773,-0.0326832123100757,0.197224677304323,-0.309474599076681,-0.602240533796038,0
10,1685816839345110300,0.1221103515625,-0.0135334353119134,-0.1792898147016763,0.0875841754287481,-1.9818838646940888,-6.396234822791814,-7.164544423121214,-0.0516286194324493,-0.1353496611118316,-0.0516286194324493,0.1967516611183719,-0.3098365241568388,-0.6024922927332319,0
